id,name,year,release,country,language,rating
9dbcae58-2cb0-4537-9d2c-988b7d7eeae8,Employee of the Month,1953,1919-03-12 02:58:46,Russia,Chinese,2.1
d761754f-bff2-41a3-b19b-01a1b55b14fc,I'm Crazy About Iris Blond,1975,1945-03-25 03:04:35,China,Persian,1.8
8cb74ea5-7af3-45bf-9e51-59bdf8dc4249,8:28 am (8 Uhr 28),1979,2002-04-14 23:45:56,France,French,2.5
d7e4735c-c5ea-40fe-b2e4-62aeedca12af,Barbarosa,1965,1970-03-05 21:20:35,China,Persian,3.9
cfa677e4-a8d8-4862-987a-0adc6689c1da,Sex and Zen (Rou pu Tuan zhi tou Qing bao Jian),2008,1978-05-29 22:59:06,Russia,Russian,1.4
b0f255b7-b28a-41fa-8cdf-90e72a0a0a30,Red Cliff Part II (Chi Bi Xia: Jue Zhan Tian Xia),1931,1928-03-12 12:55:26,Russia,Japanese,2.1
49ded8f3-e090-45e3-ab19-412611859233,"Bell Boy, The",2001,1981-08-29 05:20:21,Germany,Chinese,4.1
d954e8bb-e2a9-4e8c-b4c5-6deb6c4d9d3f,Evangelion: 1.0 You Are (Not) Alone (Evangerion shin gekijôban: Jo),1981,1908-07-04 15:19:49,China,Chinese,4.0
2fe77186-d99a-4cb0-8796-6b6b29395a52,"Red Badge of Courage, The",2007,1956-09-22 03:28:58,China,Persian,2.0
24202d10-ccb0-445d-87fa-167875fe80d9,I Love Trouble,1926,2018-08-13 00:50:55,China,English,4.3
de682eb4-833b-4b79-b58d-9dab76367c1e,"Chronicles of Narnia: The Voyage of the Dawn Treader, The",1935,1959-06-22 09:27:10,China,German,4.7
643af97b-2162-4f53-9206-dde81e784671,Die Hard: With a Vengeance,2017,1988-12-12 12:07:30,Russia,English,1.4
e419bf3a-7575-418f-9e8f-b85c2f3b88c0,Gigantic,1947,1912-04-28 10:39:14,France,German,1.6
30413933-3165-4419-abf3-a9cfff74c57f,Circles (Krugovi),1958,1956-08-29 17:10:11,United States,English,3.1
22021194-a89c-4dfb-81c0-c46b4d604750,Occupant,1996,1900-02-20 21:00:10,France,Japanese,4.5
810fe5f5-7fee-45f6-bfb9-7433e0c58871,Jesus Henry Christ,1947,1941-08-18 03:40:40,China,Chinese,2.5
3f37ba5b-36b4-449f-aaea-62262bcdf229,"Jazz Singer, The",2009,1968-02-11 02:23:50,Japan,Japanese,2.6
f8a9a133-e521-4e36-b064-887bba27d599,Patrice O'Neal: Elephant in the Room,2003,1997-12-31 07:13:23,China,Persian,3.6
fc941d8f-6a42-4243-b175-5bcc0c876946,Terkel in Trouble (Terkel i knibe),1985,1905-02-21 02:22:24,China,Persian,3.9
44eda7a8-cfc4-4669-93d3-1d4a5c4eda39,Tales from the Golden Age (Amintiri din epoca de aur),1935,1973-10-12 20:49:50,United States,Swedish,2.0
8d815319-0646-451b-86ce-dbf92dee465c,Lord Love a Duck,1971,1962-04-07 08:57:30,Iran,Russian,1.7
7e300636-b7bb-4f5d-b78a-9286bd0abd4e,"Fourth Kind, The",1987,1916-05-03 22:11:16,Russia,Spanish,4.7
1cad777d-43e1-4fa4-96f0-e323ed5d4ab7,Mickey,1981,1922-07-04 23:13:40,China,German,4.3
6c8f10dc-94e6-4f66-be48-24ccc7d73ece,The Cat's Out,1963,1987-06-29 13:25:17,Sweden,English,3.6
0dd2e511-6854-41ee-beb1-fc2537c4f7c7,Man Is Not a Bird (Covek nije tica),1913,1983-04-01 21:07:40,China,Chinese,2.7
e9e93624-4c86-4d4f-9a5f-58ccdcabfb7b,"Maria, ihm schmeckt's nicht! (Maria, He Doesn't Like It)",1970,2017-03-28 09:39:43,China,French,2.2
c467972c-e403-4132-bed6-1d7d4d80d08a,"Rink, The",1982,1921-10-26 03:20:59,China,French,1.9
860e5347-76a4-403a-848e-8f75f7e64abb,Windows,1949,1963-09-09 22:02:31,China,Chinese,3.3
9957c7f6-dafa-4655-ac7d-3fd761be5cef,Charlie Victor Romeo,1985,2007-06-07 03:15:34,China,English,1.0
871b0040-6567-4ff5-a23b-09ae70cf12fe,"Little Rascals, The",1950,1924-10-17 19:09:39,France,Russian,2.0
120c75c9-5ed4-4c5a-bf3a-b777da53d087,"Unforgiven, The",1959,1967-04-30 13:44:35,United States,English,3.9
f65bef4f-6b1e-4253-b5f0-dc2e0925c583,Flawless,1933,1980-10-03 11:23:43,China,Chinese,2.9
04d6abe3-ad74-438e-bd13-f49c23c4203e,"Kids, The (Mistons, Les) (Mischief Makers, The)",1966,1940-01-03 06:57:20,China,German,3.4
da371c4d-2738-45e9-97f6-997671e0ba5d,Chronic Town,1950,2009-09-20 13:59:33,France,French,2.0
21e29324-c41b-433c-bd37-cdadcd564ea1,"Mysterians, The (Chikyu Boeigun)",2002,1960-05-06 01:46:38,Russia,German,2.5
e01f34ab-1615-425d-bdde-d16d9b692373,Test Pilot,1907,1904-07-01 05:30:45,Russia,Spanish,4.4
fd12c013-ead5-42af-bfd4-80b7af06efc7,Marley,1975,1935-01-24 12:22:54,China,Russian,3.3
ef3a6497-a25b-4746-b96c-d270a9292407,Blind Date,1951,1964-04-05 16:54:52,China,Japanese,1.7
3295b8c5-52d4-4e5e-bde7-5fd14612a303,"Holy Land, The",1976,1904-02-13 22:56:08,China,Russian,4.2
218149d4-d9f8-4e9c-aef6-2fe1582fa0fc,"Housemaid, The (Hanyo)",1910,1964-08-08 14:08:58,Russia,Japanese,2.7
ac91f7c5-875a-4d98-86bf-96de5b9ebaef,"House by the Cemetery, The (Quella villa accanto al cimitero)",1929,1974-10-28 03:42:51,United States,Spanish,2.1
4838c41f-8ce3-45f1-b7eb-77ff40502fe3,We Always Lie to Strangers,1918,1940-05-05 07:26:50,France,German,2.7
a487f83b-7da3-437f-aa2a-6e4ddfae264c,Observe and Report,1913,1933-08-13 23:19:24,China,Chinese,4.7
cf8ce79a-66dd-410a-b50c-d90d6377dec5,Mikey and Nicky,2012,2012-12-11 15:46:44,Russia,Persian,2.1
9c67619d-eac4-4cb4-976d-29a827fb0172,"Challenge, The",1904,1979-09-04 19:23:59,China,English,3.4
8740d4b9-c300-4e1f-80a1-a1020e077686,Shining Through,1912,1918-07-05 04:56:27,China,Spanish,2.0
9b3c1c0a-56ad-480b-8b6c-1fc26623e031,"Rocket from Calabuch, The (Calabuch)",1939,1967-06-26 08:23:20,China,Spanish,2.1
4457aef4-ab20-45a7-9aa7-25a8ad9f53f1,"Mack, The",1937,1906-01-30 18:15:05,China,English,3.6
7aa151ae-b34d-4f7a-8f1f-bd4ebf066bdf,Grand Theft Parsons,2000,2009-08-07 20:12:45,China,Japanese,3.3
5cb2f929-0d4c-429b-a4af-8c0b877dc75c,Ethan Frome,1999,1902-01-27 10:23:36,China,Spanish,2.8
af16d78e-87eb-4dcb-814e-4b14b775397b,Pizzas,1904,1979-09-21 05:30:10,United States,English,4.4
2e47d06f-0c9f-4592-beab-0703eb04a05c,Watch the Birdie,1977,1928-09-03 00:24:36,China,Swedish,2.3
d17d96ea-8529-4392-b8e6-f3191bea4627,Kill Your Darlings,1926,1974-04-12 00:59:54,Japan,Japanese,1.6
785073fa-f512-41ac-985d-b6d332d68378,Drive Me Crazy,1938,2007-01-28 02:42:46,Japan,Japanese,3.8
e13f0a1f-d52b-4cc0-be2f-a3dd882dea92,"Woman Under the Influence, A",1905,1942-06-18 18:52:41,Russia,Spanish,3.6
a4dc8d34-cecd-4df6-8f61-cec2f3f01ddd,Azur & Asmar (Azur et Asmar),2010,1961-12-15 10:57:09,China,Japanese,3.7
dae6be25-7e17-494b-a959-73bae14bcd92,Hell's Gate 11:11,1928,1919-12-20 16:58:29,China,Persian,4.1
1a1322b6-a440-4fbc-a3a9-43a659a098cb,What Lies Beneath,1945,1931-04-15 19:32:37,United States,French,2.4
0da33ca0-c66c-4bae-9e3d-4961a95b1b89,"Accidental Tourist, The",2004,1997-08-11 23:24:16,Russia,Spanish,3.7
57ec7b9d-8ddb-4abd-a776-52c6eecd3d28,Centre Stage: Turn It Up,1920,2004-02-19 16:49:11,Iran,German,2.3
d10c2c13-f470-427d-a8bf-f44ad37dcd69,Red Angel (Akai tenshi),1960,1950-07-14 15:18:23,China,German,3.0
244a7f6f-5eea-4047-908e-18270cd59fe9,"Child Is Waiting, A",1984,1965-05-12 06:48:11,China,Russian,3.1
0a281559-1ab8-43f5-86c5-cab43007387b,"Dirty Shame, A",1903,1977-04-02 13:31:03,China,Spanish,2.8
aebd51d5-1f65-4629-be9d-399f20607d2d,Keep Walking (Camminacammina),1948,1967-08-04 15:25:57,China,Chinese,3.4
35a861d3-f89b-49db-afe5-a228b1976f3a,Stargate SG-1 Children of the Gods - Final Cut,1964,1951-07-20 17:40:51,United Kingdom,German,4.1
ad485e04-11ff-458a-84a0-005f155bfbde,Princesas,1980,2013-06-14 12:21:32,Russia,Russian,3.1
c24a933a-5443-47f6-9e2f-5fb50353173e,"Lonely Wife, The (Charulata)",1916,2018-05-01 07:41:19,China,Spanish,3.7
7a99ac02-bfe1-4f0b-9ce1-254635459d9d,Reprise,1952,2004-11-13 13:30:09,Russia,Swedish,2.9
38e9016a-6bbb-4633-8f6b-65aa64ce7cfa,"N Word, The",1912,1983-07-23 20:48:28,Russia,German,3.3
3062a069-b6f4-4ead-9924-24a9dc8b8c7e,Butterflies Are Free,1959,1978-12-21 04:33:24,China,Swedish,1.4
4b23c712-af1e-4bc5-a381-baa9e462469f,"Nazi Officer's Wife, The",1944,1991-11-15 13:35:53,China,Chinese,1.1
add1084b-398e-4941-852a-79c262824f2f,Book of Love,2002,2019-12-01 21:09:40,China,German,1.9
2e10db21-8e5c-4122-9a91-50d16661b6a6,Sleepy Hollow,2011,1912-10-25 12:57:22,France,Russian,1.9
6baaad23-a51c-4721-976c-d1218e412b11,The Final Girl,1969,2001-11-02 02:21:09,China,Russian,5.0
5231c1eb-68cd-4dcb-9c31-7824380c9f87,51,1958,1931-11-04 01:53:30,China,French,1.2
889ca478-d727-4852-b36f-1fc09cac58ef,YellowBrickRoad,1910,1949-07-12 04:38:51,China,Spanish,4.8
22f97ebf-54c3-42f8-9074-1889a8e2fd20,Shelter,1907,1916-09-01 14:11:45,China,Japanese,3.2
7e0d31ad-5c00-4e25-8291-d691561c0296,Boogie-Doodle,2010,1944-04-29 21:14:05,China,German,3.6
5f75c7f7-13b4-4d0d-8b8d-a53a95b38e02,Tokyo Twilight (Tôkyô boshoku),1928,1930-09-14 05:49:14,China,Spanish,4.4
630f55b0-bb9d-4713-a9c6-056eb44b8b53,Landscape Suicide,2000,1993-11-17 16:09:38,China,Persian,1.7
bc1725c9-97e2-45a3-8e70-7beb74fb80e0,How Stella Got Her Groove Back,1913,2011-04-21 03:20:26,Iran,Spanish,3.6
9b2a5df5-d30f-40d2-b41d-4ca08ffbf0eb,Copying Beethoven,1953,1910-07-16 04:47:36,China,Chinese,2.2
92da32ea-78fc-40d4-bfef-0b326695f4a7,"Amateurs, The (Moguls, The)",1952,1958-01-04 02:26:32,Sweden,German,2.3
6906d273-b171-4ff1-93e8-a6682f5ac692,Scatter My Ashes at Bergdorf's,1992,1964-01-21 20:25:06,China,Chinese,2.3
5228d191-ca24-4cc8-a0d1-a9563aed5196,I Am Comic,1943,1907-04-03 02:44:19,China,English,1.4
d2f00c99-fa6f-48f1-800a-6466b2f6012a,Blue State,1946,1969-09-13 16:06:44,China,Chinese,3.3
f20b78b8-9acf-4c65-9660-c6cdf0b06d8e,"MatchMaker, The",1936,1988-02-03 17:09:56,United States,Persian,4.1
20de34eb-0fe1-4ff5-a256-522a9259e344,"Crying Out Love in the Center of the World (Sekai no chûshin de, ai o sakebu)",2001,1942-03-31 23:18:08,Russia,German,2.4
8d4ac71e-5a83-447f-ae08-25d9c7c243f2,"Wake Up, Ron Burgundy",1938,1912-11-23 19:12:03,China,German,4.9
17ff043d-736e-4200-9d7d-2c71f89bc89f,All the Colors of the Dark,1921,1930-06-09 04:43:20,China,German,2.2
2cd840b4-4698-44f7-b670-46536a6587fa,Game of Chance (Onnenpeli),1947,1952-12-21 05:43:20,China,Chinese,2.0
d3a2b779-33ab-4f19-aae5-a044f102f77a,Saint (Sint),1904,2011-11-03 16:02:55,China,Russian,4.6
d5c614bc-de60-46c9-a860-246abdc9c83b,To Die For,2007,1908-01-11 00:17:20,Sweden,Persian,1.5
19f916e5-e765-45fe-8608-f9762679d96a,10 minutes (10 minuta),1965,2019-02-01 04:00:40,China,Spanish,3.3
67ce1672-3e98-4681-951a-e9889b312313,Tetsuo III: The Bullet Man,1901,2000-04-28 21:41:50,Iran,German,1.3
028ee806-30ae-4df4-9571-1426631b3e85,Rango,1945,1949-03-10 22:41:47,China,German,2.7
7c435423-dff7-421d-81a9-811beb6be367,"Last Time I Saw Paris, The",2018,1984-07-11 02:47:04,Russia,Japanese,1.1
a79ebec9-5a1c-4e68-9427-69e101b7581b,Babylon 5: The River of Souls,1994,1943-04-15 10:16:14,United States,German,4.4
be7d27db-8587-4fe0-ac36-2897873b0d3c,Murder by Decree,1931,1991-03-24 03:31:17,China,Spanish,1.0
69172230-b462-483e-91e2-aabefef26d35,The Blood of Fu Manchu,1998,2003-03-06 16:27:29,Iran,Japanese,4.6
156a3682-4c08-4b3f-8e51-3fc63d31669e,"Hollywood Complex, The",1992,1936-12-14 15:15:24,Germany,Spanish,4.6
fa101b37-915c-4472-bf49-529814eb299b,Bill Cunningham New York,1963,1974-08-27 11:36:30,Russia,French,3.5
7c688df1-f3be-4321-878e-8e8f60587d4e,Le crocodile du Botswanga,1960,1986-08-26 07:17:43,China,Swedish,4.7
f033817b-57b2-4449-bfd2-e16b646da788,"Night Strangler, The",1963,2018-09-06 09:42:24,France,Chinese,1.1
73cdcca8-85aa-4442-972b-5ffc2098690f,Pax Americana and the Weaponization of Space,1975,1938-07-28 10:05:07,Sweden,Persian,2.0
0c13ecef-5b56-4c8d-9689-d3d74fc34175,"Battered Bastards of Baseball, The",1914,2011-04-13 08:18:12,Russia,Chinese,4.2
4907af34-90ad-4195-8948-7ad4dea6fe46,Busses Roar (Buses Roar),1976,1900-02-17 09:23:30,China,Japanese,2.9
f488251b-54ee-4dd4-b623-f42e38db9783,Floundering,1939,1992-11-25 16:51:16,Russia,Swedish,4.4
0f946ce6-e4e0-4fcc-836a-277fe130f9b6,Attila (Attila Flagello di Dio),2019,1955-04-29 23:07:24,Russia,Chinese,1.7
d3c069cf-d551-4bb2-8529-3d40401397ec,"I Love You, Beth Cooper",1957,1953-11-14 23:24:06,United States,Swedish,4.9
dd070deb-9d9b-4620-b22b-ab322c9482dd,Lovelace,1909,1992-04-20 17:23:16,Japan,Russian,3.7
fd5def02-61d0-4b14-8d90-ba43687f019b,Invisible Invaders,2016,1978-03-23 11:53:34,China,English,1.2
930a3f04-6a56-44a7-afd8-bdcc0c8a1878,I'm the One That I Want,1992,1916-08-21 17:47:50,China,Japanese,5.0
91eb18a8-4dfc-4e37-b63d-ff65ad4fec29,Quod erat demonstrandum,2018,1924-05-01 09:58:21,China,Swedish,4.3
14b1611e-631b-4eb7-bdee-6a57adb30426,I Capture the Castle,1979,1977-04-04 02:24:24,China,Japanese,3.0
7f4dabf1-5ad4-477c-a3cd-3534ab6a6619,McLintock!,1968,1957-12-12 08:24:00,China,Persian,4.1
f883903e-c1d4-4583-b756-1c038bfd62b1,Beyond the Law (Lain ulkopuolella),1929,1968-09-20 14:26:11,China,Persian,3.5
6a8b5571-36e5-4a8e-9594-9119da825e8b,Queen of the Amazons,1938,1936-05-30 04:15:05,France,Chinese,3.4
c0ade62f-285d-4b0c-8246-02dffca05973,Chronicle of a Summer (Chronique d'un été),1970,1945-02-17 02:46:34,China,Persian,3.6
022cb8fa-594e-4d93-a215-7b85b73e0e94,Guess Who,2013,1906-11-25 16:20:37,China,English,1.4
4278feec-c192-4542-acca-1ac7c9372981,"Moment of Truth, The (Il momento della verità)",1965,1948-08-10 00:33:17,China,Chinese,3.5
45b8a5ef-844b-4825-ae78-a6c41e77cce0,Short Circuit 2,1999,1979-05-30 21:24:04,China,Persian,3.3
3b946264-43a1-4550-80e1-c63b957fb37d,"Postman Always Rings Twice, The",1976,1910-06-22 16:50:37,Japan,English,2.9
d5ff74dc-8da5-4403-ba88-4f7dddbedf74,Operation Pacific,2017,1929-05-26 01:28:09,China,Spanish,4.5
965b626e-1144-4fc1-9d35-6b7303a7d439,Breakheart Pass,1916,1938-01-03 06:59:43,Russia,Swedish,4.1
d7305e78-b8fb-4459-be23-3bab8894cc10,Top of the Food Chain (a.k.a. Invasion!),1948,1954-06-22 05:01:36,China,Persian,1.2
eda8a335-7fce-4dbf-acba-06c054947b2f,Be with Me,1928,1900-09-30 04:43:00,China,English,4.8
672e4c19-be38-440f-8a35-1f1002105ef1,Whispering Corridors (Yeogo Goedam),2016,1931-02-13 11:35:18,United States,Chinese,2.6
8f2427d3-58b3-469e-89d7-5414f829e9ce,Pride & Prejudice,1969,1937-01-27 05:28:48,Germany,Russian,4.6
484b6b81-d60c-4fc9-bd9a-36112bd36655,"Purge, The",2005,1941-01-12 07:10:35,China,Swedish,1.4
a83353cd-9716-43b3-bec6-e7e1b2d6b601,What If,1986,2013-12-30 06:16:30,China,Russian,1.2
673b6787-97fe-4c81-9121-0a06985d3d40,In a Year with 13 Moons (In einem Jahr mit 13 Monden),2012,2009-02-14 15:07:33,Spain,Persian,3.8
9aff9a87-6d69-4bd0-9317-6f4ae8a9062d,Liverpool,1972,1983-03-21 22:27:07,Japan,Persian,4.1
1c17974b-7fb5-443e-83fe-b33f099a6146,C.S.A.: The Confederate States of America,1958,1956-06-14 16:29:51,China,Persian,1.6
8532b36f-421c-4d9b-959e-b20214eb3069,Mascara,1912,1956-03-15 03:24:13,United Kingdom,English,3.5
c97b1bcc-508b-48e3-bbce-093d1b07a49f,"Private Life of Sherlock Holmes, The",1912,1999-10-15 16:30:11,China,English,1.0
751b625c-d93e-411a-a022-ad390ef030d2,Wrong Turn 4,1986,1967-10-25 13:48:39,Japan,Swedish,4.7
05d6a836-2e69-469e-a3f0-6d14ee851610,"Big Combo, The",1900,1905-07-20 19:59:02,China,Swedish,4.8
870ca3d9-609b-4417-be0d-55987bfafad6,"Sea Wolves, The",2006,1945-09-23 03:11:50,Japan,Japanese,3.0
63f0d524-67ec-449b-a393-fb6af1989667,Stephen Fry In America - New World,1951,1937-06-07 09:20:20,Russia,Russian,3.5
1ea7ee96-572e-4031-a2c0-1b4578b66237,Blue Like Jazz,1905,1977-07-08 23:28:41,China,Swedish,4.8
0b4b07ca-884a-4963-9f7c-c5b58f355a23,"Idiot Returns, The (Návrat idiota)",1981,1952-05-17 22:11:14,Sweden,French,3.8
d35e7346-2386-407e-879b-9be5a12b214b,Diary of a Country Priest (Journal d'un curé de campagne),1965,1906-08-21 10:08:45,China,Chinese,3.0
b73cd9dc-8cc6-4c1e-b3e0-c49d3b98224f,Sapphire,1914,1987-04-11 06:47:59,China,English,1.9
6e572b9c-9a50-43f7-9892-4462bcf405b5,Ariel,1956,1964-02-26 16:22:57,China,English,4.6
ed10e828-0c2b-4f4a-acb4-4e13a3dd2056,"Me Two (Personne aux deux personnes, La)",1911,1971-03-06 15:36:13,Sweden,Swedish,4.0
00d6ee8e-ad01-47d3-93f9-e6f5f889702c,"J. Gang Meets Dynamite Harry, The (Jönssonligan & DynamitHarry)",1968,1992-10-17 17:41:22,China,Swedish,4.3
c1e00913-591a-4531-8a89-473ae1180b03,"Manta, Manta",2011,1907-04-27 21:13:44,Japan,Spanish,1.1
910b4907-3dd9-41dc-9725-9aaff5af7af4,Neighbouring Sounds (O som ao redor),1986,1930-05-13 07:43:21,France,Persian,4.9
6d4145e3-ed8a-439a-a11d-e34ca90fbb44,Griffin and Phoenix,1909,1941-10-02 11:24:55,France,Spanish,3.4
d435fbad-b9ed-4648-9dd4-1f99dd122705,Kill the Messenger,1947,1910-06-21 21:42:38,Iran,Russian,4.0
5a2c3d54-1a86-48a8-902e-37b6e38296cf,Edmund Kean: Prince Among Lovers (Kean),1979,1955-07-24 17:43:22,Russia,Spanish,1.1
4f8a03e4-4eae-46f8-bf30-27c75befd8ce,Adam,1972,1930-12-29 01:56:28,China,Persian,2.0
2e6ed51c-df2c-410f-aa58-57f9379de257,Fast Lane,1910,1913-03-06 03:55:40,China,Japanese,4.1
6d0e4281-05ac-45f8-a02f-52df107c8869,Price of Glory,1991,1968-07-17 12:28:49,China,German,3.4
a308da4a-176a-45a8-b7dc-d71c36230dd2,The Lost Squadron,1964,1926-01-27 22:38:37,Russia,Russian,1.4
8cd9c6af-7a10-4dc6-8984-5b0615ff4a4e,Girlhood,1942,1935-12-31 19:16:55,Russia,Russian,3.6
1570342c-e115-4b40-a58b-a8f9d8ea50c1,"Missionary, The",1951,1905-03-15 15:00:52,China,English,4.4
5c9db50b-ddd1-4bb4-878f-64979bd02f45,Vacation from Marriage,1916,1952-09-25 01:48:24,China,Swedish,2.7
188c09e9-9f98-4c3f-a0f7-ae236b2149fb,"Assault, The (L'assaut)",1998,1978-11-22 13:46:10,Russia,Persian,2.5
be002ac4-b863-4bb9-96c0-d670244354ff,"Fighting Spirit, The",1922,1952-03-30 03:01:17,United States,Japanese,1.4
80a9f5c1-e14d-4479-aa65-7f7bf6713cbb,Crazy/Beautiful,1942,1980-02-11 07:57:07,China,Japanese,1.1
8261cf58-efc3-418c-b28b-0919dfcadcb7,Save the Last Dance,1946,1957-01-14 19:00:48,China,French,4.2
b30fe06c-2532-48c1-a37b-18ca10dcc0c9,Monday,1954,1983-07-24 14:30:58,China,Russian,2.7
38e9049e-70c0-4a2b-b7b7-9fe499c45dfe,Children of the Corn,1940,1992-08-17 04:33:14,China,French,3.1
61a55627-da18-4acd-831d-70d9493c6132,George Washington Slept Here,1943,1907-08-22 10:41:20,Russia,Russian,3.8
7e90828b-7d89-4f9d-8117-dc39ed1c7c10,"Big One, The",1919,1978-10-14 23:50:06,China,Swedish,1.8
2be46462-bf5e-491c-9d30-be1a89ab44da,"Poseidon Adventure, The",2000,1985-08-09 00:19:37,Russia,Japanese,4.1
0acb0036-eb0f-4edd-ab3d-6809849f0e90,Ca$h,1914,1953-05-28 18:58:07,France,Russian,2.9
5f58444c-05b2-4207-bb1c-ca0d1de2926c,"Man Apart, A",2016,1933-06-15 19:29:01,China,English,3.3
69a8f1cf-14bd-4611-94fc-b044b1e72fe8,"Sting II, The",1930,1922-02-25 16:07:55,Russia,Chinese,3.9
9e62ef85-4d7c-49eb-b0b1-e3cb12a21276,"Money Money Money (L'aventure, c'est l'aventure)",1986,2003-07-04 00:23:24,China,Swedish,2.4
b4206804-be8a-4e43-b56a-e243c1a6ea0e,My Little Business (Ma petite entreprise),1974,1924-01-19 15:38:14,China,Russian,3.4
cd571c8a-52d6-4698-83f4-2e2b425a0862,Herbie Goes to Monte Carlo,2011,1939-08-12 14:54:32,China,Russian,2.0
2657a58b-e6bd-4a06-abd0-870d87a24e0b,Dog Day Afternoon,1938,1958-07-21 22:59:27,Russia,Japanese,1.4
e77881c8-e639-47aa-af40-0c7205ded9ba,Don't You Forget About Me,1967,1988-05-19 22:27:34,China,Japanese,4.9
7ca6ba82-f4df-41e0-a011-a82ba511be6f,Evil Aliens,1940,1988-09-28 08:37:04,United States,Chinese,1.9
d405f0e4-a885-4596-a253-5c734f38fdb6,"Pretty One, The",1922,1928-05-07 23:41:17,China,Swedish,3.6
a388ee07-9b27-40ee-8f6b-98ebff63ba10,Wendy and Lucy,1901,1994-05-31 09:39:59,China,Russian,3.0
631fccb0-24ca-44d0-b93b-b2990e0df43b,David Copperfield,1995,1904-03-17 03:23:55,China,Japanese,2.4
8a3f8608-035e-4083-91e0-c7726684d1bb,Brotherhood of Death,1940,1945-01-09 18:25:52,Sweden,Russian,4.1
804292bf-218b-45a0-ba9c-a14e60e449ec,Beyond the Forest,1941,1994-07-28 13:20:47,China,Spanish,4.7
6fd7eb01-74e5-40c7-9e96-972b9404bec7,Hardcover,1968,1990-03-06 08:44:12,Sweden,German,3.6
3065a89e-3f03-4f74-8236-ce07bcf834f7,London Boulevard,1998,1906-05-11 08:15:43,China,French,3.7
